"src/ajax/lookup-pen-test-tool.php",157,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/arbitrary-file-inclusion.php",60,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/browser-info.php",86,"php.lang.security.tainted-user-input-in-php-script.tainted-user-input-in-php-script","Untrusted input could be used to tamper with a web page rendering, which can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/browser-info.php",90,"php.lang.security.tainted-user-input-in-php-script.tainted-user-input-in-php-script","Untrusted input could be used to tamper with a web page rendering, which can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/classes/RemoteFileHandler.php",62,"php.lang.security.curl-ssl-verifypeer-off.curl-ssl-verifypeer-off","SSL verification is disabled but should not be (currently CURLOPT_SSL_VERIFYPEER= false)"
"src/conference-room-lookup.php",161,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/conference-room-lookup.php",170,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/content-security-policy.php",113,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/content-security-policy.php",116,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/content-security-policy.php",119,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/content-security-policy.php",119,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/content-security-policy.php",119,"php.lang.security.injection.tainted-exec.tainted-exec","User input is passed to a function that executes a shell command. This can lead to remote code execution."
"src/content-security-policy.php",119,"php.lang.security.tainted-command-injection.tainted-command-injection","Untrusted input might be injected into a command executed by the application, which can lead to a command injection vulnerability. An attacker can execute arbitrary commands, potentially gaining complete control of the system. To prevent this vulnerability, avoid executing OS commands with user input. If this is unavoidable, validate and sanitize the user input, and use safe methods for executing the commands. In PHP, it is possible to use `escapeshellcmd(...)` and `escapeshellarg(...)` to correctly sanitize input that is used respectively as system commands or command arguments."
"src/content-security-policy.php",119,"php.lang.security.tainted-exec.tainted-exec","Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command."
"src/content-security-policy.php",119,"php.laravel.security.laravel-command-injection.laravel-command-injection","Untrusted input might be injected into a command executed by the application, which can lead to a command injection vulnerability. An attacker can execute arbitrary commands, potentially gaining complete control of the system. To prevent this vulnerability, avoid executing OS commands with user input. If this is unavoidable, validate and sanitize the user input, and use safe methods for executing the commands. In PHP, it is possible to use `escapeshellcmd(...)` and `escapeshellarg(...)` to correctly sanitize input when used respectively as system commands or command arguments."
"src/content-security-policy.php",124,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/database-offline.php",40,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/database-offline.php",46,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/database-offline.php",52,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/database-offline.php",86,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/database-offline.php",92,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/database-offline.php",98,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/dns-lookup.php",151,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/dns-lookup.php",158,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/dns-lookup.php",165,"php.lang.security.exec-use.exec-use","Executing non-constant commands. This can lead to command injection."
"src/dns-lookup.php",165,"php.lang.security.taint-unsafe-echo-tag.taint-unsafe-echo-tag","Found direct access to a PHP variable wihout HTML escaping inside an inline PHP statement setting data from `$_REQUEST[...]`. When untrusted input can be used to tamper with a web page rendering, it can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. In PHP you can encode or sanitize user input with `htmlspecialchars` or use automatic context-aware escaping with a template engine such as Latte."
"src/dns-lookup.php",165,"php.lang.security.injection.tainted-exec.tainted-exec","User input is passed to a function that executes a shell command. This can lead to remote code execution."
